[2025-03-03 15:36:52] [INFO] [AssetPool] Started initializing AssetPool
[2025-03-03 15:36:52] [INFO] [Engine] HEAP ALLOCATION INCREASED! 1.0 GB of 16.0 GB used
[2025-03-03 15:36:52] [INFO] [SpriteSheetOG] Started loading Sprite's from ./res/graphics
[2025-03-03 15:36:52] [INFO] [SpriteSheetOG] Finished reading files for sprites
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/blue_reticle.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/pink_spawn.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/reticle.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/yellow_spawn.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/blue_spawn.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/red_reticle.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/depth_shadows.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/yellow_reticle.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/red_spawn.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/misc/directional_shadows.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/northwest.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/west.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/north.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/east.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/northeast.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/south.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/southwest.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/shadows/southeast.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/structures/tree3_structure.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/structures/tree4_structure.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/structures/tree1_structure.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/structures/tree5_structure.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/structures/tree2_structure.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/structures/tree6_structure.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/rock_wall2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/sandstone_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/elden_yellow_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/vine_on_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/boulder_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/white_marble_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/elden_green_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/brown_marble_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/small_brick_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/moss_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/dirt_brick_vine_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/elden_purple_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/large_brick_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/dirt_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/alien_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/industrial_brick_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/rock_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/dirt_wall2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/moss_wall2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/moss_wall3.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/no_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/alien_rune_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/industrial_wall.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/wall_tiles/small_brick_wall2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/liquids 2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/gems.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/floors.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/terrains.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/gemsRaw.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/walls.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/special2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/structures.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/special.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/liquids.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/units.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/terrains2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/old/floors2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/sand_1_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/sand_dark_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/dirty_grass_1_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/white_sand_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/white_sands_2.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/dirty_grass_2_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/sand_3_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/obsidian_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/base_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/sand_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/dirty_grass_3_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/floor_tiles/sand_2_floor.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/units/Air_Dragon.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/units/Dragon.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/units/Dark_Dragon.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/units/Earth_Dragon.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/units/Light_Dragon.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/units/Water_Dragon.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/units/Fire_Dragon.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/StatsDown.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/PhysicalHit4.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Slash.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Air.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Dark.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Blunt.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Fire.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Earth.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Light.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/StatsUp.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Water.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/actions/Pierce.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/spells/LightSpell.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/spells/StatsDown.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/spells/WindSpell.png
[2025-03-03 15:36:52] [INFO] [Sprite] Finished loading ./res/graphics/spells/WaterSpell.png
