[2025-04-13 14:27:59] [INFO] [UnitTable] Started initializing UnitTable
[2025-04-13 14:27:59] [INFO] [EmeritusDatabase] Started initializing EmeritusDatabase
[2025-04-13 14:27:59] [INFO] [EmeritusDatabase] Finished initializing EmeritusDatabase
[2025-04-13 14:27:59] [INFO] [UnitTable] Successfully initialized UnitTable
[2025-04-13 14:27:59] [INFO] [UnitTable] Finished initializing UnitTable
[2025-04-13 14:27:59] [INFO] [AbilityTable] Started initializing AbilityTable
[2025-04-13 14:27:59] [INFO] [AbilityTable] Finished initializing AbilityTable
[2025-04-13 14:27:59] [INFO] [UserSaveStateManager] Started loading user save data
[2025-04-13 14:27:59] [INFO] [UserSaveStateManager] Finished loading user save data
[2025-04-13 14:27:59] [INFO] [AssetPool] Started initializing AssetPool
[2025-04-13 14:27:59] [INFO] [AssetNameSpace] Started loading Sprite's from ./res/graphics
[2025-04-13 14:27:59] [INFO] [AssetNameSpace] Finished reading files for sprites
[2025-04-13 14:27:59] [INFO] [AssetNameSpace] Finished loading ./res/graphics
[2025-04-13 14:27:59] [INFO] [AssetPool] Finished initializing AssetPool
[2025-04-13 14:27:59] [INFO] [Component] Setting dragon_Syecg_92f2e54c-d38d-422e-b570-42e062698f0c on to {"spawn_region":[],"collider":"","unit":"dragon_Syecg_92f2e54c-d38d-422e-b570-42e062698f0c","column":5,"layers":[],"row":6,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Syecg into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting dragon_Kyjf_20a4b42e-3764-477f-a72f-4096b242ec28 on to {"spawn_region":[],"collider":"","unit":"dragon_Kyjf_20a4b42e-3764-477f-a72f-4096b242ec28","column":4,"layers":[],"row":4,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Kyjf into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting fire_dragon_Iewueu_4bf32564-5537-431c-b541-03f1502287c4 on to {"spawn_region":[],"collider":"","unit":"fire_dragon_Iewueu_4bf32564-5537-431c-b541-03f1502287c4","column":6,"layers":[],"row":0,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Iewueu into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting air_dragon_Rasfw_d7a8d175-f990-47b3-8dbb-a105da79326e on to {"spawn_region":[],"collider":"","unit":"air_dragon_Rasfw_d7a8d175-f990-47b3-8dbb-a105da79326e","column":3,"layers":[],"row":2,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Rasfw into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting light_dragon_Buda_84f87268-efcf-42c3-9d9b-7bff987fc6b9 on to {"spawn_region":[],"collider":"","unit":"light_dragon_Buda_84f87268-efcf-42c3-9d9b-7bff987fc6b9","column":6,"layers":[],"row":7,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Buda into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting dragon_Jyno_fa1665a4-c473-4bf7-b708-72a927dc0adf on to {"spawn_region":[],"collider":"","unit":"dragon_Jyno_fa1665a4-c473-4bf7-b708-72a927dc0adf","column":3,"layers":[],"row":0,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Jyno into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting air_dragon_Zawuam_6f09b3bd-157b-44b7-8f9a-90a0d9c8feaa on to {"spawn_region":[],"collider":"","unit":"air_dragon_Zawuam_6f09b3bd-157b-44b7-8f9a-90a0d9c8feaa","column":6,"layers":[],"row":5,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Zawuam into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting dark_dragon_Ouwu_498b167c-3bf4-4412-8fcf-76f4a7891184 on to {"spawn_region":[],"collider":"","unit":"dark_dragon_Ouwu_498b167c-3bf4-4412-8fcf-76f4a7891184","column":2,"layers":[],"row":1,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit enemy:Ouwu into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting air_dragon_Ougy_d253a292-13fa-440d-a8ea-41d41c171c44 on to {"spawn_region":[],"collider":"","unit":"air_dragon_Ougy_d253a292-13fa-440d-a8ea-41d41c171c44","column":5,"layers":[],"row":3,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit user:Ougy into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting earth_dragon_Qyoua_e3370f23-f3fc-447a-819f-106c6f0ea33a on to {"spawn_region":[],"collider":"","unit":"earth_dragon_Qyoua_e3370f23-f3fc-447a-819f-106c6f0ea33a","column":4,"layers":[],"row":7,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit user:Qyoua into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting light_dragon_Xujay_389bf108-fa77-4bad-b45b-b3cefec76d2e on to {"spawn_region":[],"collider":"","unit":"light_dragon_Xujay_389bf108-fa77-4bad-b45b-b3cefec76d2e","column":5,"layers":[],"row":2,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit user:Xujay into queue
[2025-04-13 14:27:59] [INFO] [Component] Setting light_dragon_Suhixq_adf67261-6a1a-46e9-93d3-ea1163880005 on to {"spawn_region":[],"collider":"","unit":"light_dragon_Suhixq_adf67261-6a1a-46e9-93d3-ea1163880005","column":1,"layers":[],"row":4,"structure":"","height":0}.
[2025-04-13 14:27:59] [INFO] [SpeedQueue] Added unit user:Suhixq into queue
[2025-04-13 14:27:59] [INFO] [EngineController] Started setting scene to MENU_SCENE
[2025-04-13 14:28:00] [INFO] [EngineController] Finished setting scene to MENU_SCENE
[2025-04-13 14:28:00] [INFO] [EngineController] Started setting scene to GAME_SCENE
[2025-04-13 14:28:00] [INFO] [FontPool] Started initializing FontPool
[2025-04-13 14:28:00] [INFO] [FontPool] ✅ Successfully loaded font: Lilian
[2025-04-13 14:28:00] [INFO] [EngineController] Finished setting scene to GAME_SCENE
[2025-04-13 14:28:00] [INFO] [SpeedQueue] Speed queue updated.
[2025-04-13 14:28:00] [INFO] [AbilityPanel] Updating ability selection for dragon_Jyno_fa1665a4-c473-4bf7-b708-72a927dc0adf
[2025-04-13 14:28:00] [INFO] [AbilityPanel] Finished ability selection for dragon_Jyno_fa1665a4-c473-4bf7-b708-72a927dc0adf
[2025-04-13 14:28:00] [INFO] [MovementPanel] Started update to Movement Information panel.
[2025-04-13 14:28:00] [INFO] [MovementPanel] Finished update to Movement Information panel.
[2025-04-13 14:28:00] [INFO] [TimeLinePanel] Started updating the timeline panel after turn order has changed.
[2025-04-13 14:28:00] [INFO] [TimeLinePanel] Finished updating the timeline panel after turn order has changed.
[2025-04-13 14:28:00] [INFO] [SelectedTilePanel] Checksum updated, getting units at selected tiles.
[2025-04-13 14:28:00] [INFO] [SelectedTilePanel] Either no unit selected or more than one unit selected
[2025-04-13 14:28:00] [INFO] [StatisticsPanel] Started updating Statistics Information Panel for entity dragon_Jyno_fa1665a4-c473-4bf7-b708-72a927dc0adf
[2025-04-13 14:28:00] [INFO] [StatisticsPanel] Finished updating Statistics Information Panel for entity dragon_Jyno_fa1665a4-c473-4bf7-b708-72a927dc0adf
[2025-04-13 14:28:00] [INFO] [StatisticsPanel] Started updating statistics information panel
[2025-04-13 14:28:00] [INFO] [StatisticsPanel] Finished updating statistics information panel
[2025-04-13 14:28:00] [INFO] [GreaterAbilityPanel] Started updating Greater Ability Information Panel
[2025-04-13 14:28:00] [INFO] [GreaterAbilityPanel] Finished updating Greater Ability Information Panel
[2025-04-13 14:28:00] [INFO] [VisualsSystem] Started creating blurred background
[2025-04-13 14:28:01] [INFO] [VisualsSystem] Finished creating blurred background after 0.48536020517349243 seconds
[2025-04-13 14:28:01] [INFO] [InputHandler] Gliding 0 camera to new tile 0_3_841086b6-c2db-47e5-a90a-208708ea74be
[2025-04-13 14:28:01] [INFO] [InputHandler] Gliding 1 camera to new tile 0_3_841086b6-c2db-47e5-a90a-208708ea74be
[2025-04-13 14:28:01] [INFO] [SelectedTilePanel] Checksum updated, getting units at selected tiles.
[2025-04-13 14:28:01] [INFO] [SelectedTilePanel] Updated selected tile display to view Jyno
[2025-04-13 14:28:03] [INFO] [InputHandler] Gliding 0 camera to new tile 0_3_841086b6-c2db-47e5-a90a-208708ea74be
[2025-04-13 14:28:03] [INFO] [AbilityPanel] Selecting soak
[2025-04-13 14:28:03] [INFO] [AbilitySystem] Jyno is planning to use soak on null
[2025-04-13 14:28:03] [INFO] [AbilitySystem] Updated area of sight for Jyno, viewing 9 tiles
[2025-04-13 14:28:03] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 0 tiles
[2025-04-13 14:28:03] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 0 tiles
[2025-04-13 14:28:03] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:03] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:03] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:03] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:03] [INFO] [CombatSystem] Started constructing cost mappings for Jyno to use soak
[2025-04-13 14:28:03] [INFO] [CombatSystem] Finished constructing cost mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Jyno is planning to use soak on [3, 7]
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 5 tiles
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:04] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Jyno is planning to use soak on [2, 7]
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 7 tiles
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:04] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Jyno is planning to use soak on [2, 6]
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 5 tiles
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:04] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 6]
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 5 tiles
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:04] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 5]
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 4 tiles
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:04] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 4]
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 3 tiles
[2025-04-13 14:28:04] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:04] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:04] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:05] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 3]
[2025-04-13 14:28:05] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 2 tiles
[2025-04-13 14:28:05] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:05] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:05] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:05] [INFO] [AbilitySystem] Jyno is planning to use soak on [2, 3]
[2025-04-13 14:28:05] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 3 tiles
[2025-04-13 14:28:05] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:05] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:05] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:05] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:05] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:05] [INFO] [CombatSystem] Started constructing damage mappings after defense Jyno to use soak
[2025-04-13 14:28:05] [INFO] [CombatSystem] 10 = Raw Damage
[2025-04-13 14:28:05] [INFO] [CombatSystem] 10 = Damage after modifiers
[2025-04-13 14:28:05] [INFO] [CombatSystem] 9 = Damage after defenses
[2025-04-13 14:28:05] [INFO] [CombatSystem] Finished constructing damage mappings after for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 3]
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 2 tiles
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:06] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 4]
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 3 tiles
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:06] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Jyno is planning to use soak on [2, 4]
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 3 tiles
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:06] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Jyno is planning to use soak on [2, 3]
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 3 tiles
[2025-04-13 14:28:06] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:06] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:06] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:08] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 3]
[2025-04-13 14:28:08] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 2 tiles
[2025-04-13 14:28:08] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:08] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:08] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:08] [INFO] [AbilitySystem] Jyno is planning to use soak on [1, 2]
[2025-04-13 14:28:08] [INFO] [AbilitySystem] Updated line of sight for Jyno, viewing 3 tiles
[2025-04-13 14:28:08] [INFO] [AbilitySystem] Updated area of effect for Jyno viewing 1 tiles
[2025-04-13 14:28:08] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:08] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:08] [INFO] [CombatSystem] Started constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:08] [INFO] [CombatSystem] Finished constructing damage mappings for Jyno to use soak
[2025-04-13 14:28:08] [INFO] [CombatSystem] Started constructing damage mappings after defense Jyno to use soak
[2025-04-13 14:28:08] [INFO] [CombatSystem] 10 = Raw Damage
[2025-04-13 14:28:08] [INFO] [CombatSystem] 10 = Damage after modifiers
